state_code,county_code,action_taken,loan_type,loan_purpose,lien_status,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,occupancy_type,income,debt_to_income_ratio,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_race_1,applicant_race_2,co_applicant_race_1,applicant_sex,denial_reason_1,denial_reason_2,rate_spread_valid,ltv_capped,dti_numeric,label,strata
MI,26125.0,1,1,1,1,2,2,485000.0,80.0,5.99,-0.326,2,1,253.0,20%-<30%,2,2,5,,5,1,10,,False,80.0,25.0,1,1_5
MO,29019.0,1,1,1,1,2,2,165000.0,80.0,6.125,-0.217,2,1,74.0,30%-<36%,2,5,5,,8,2,10,,False,80.0,33.0,1,1_5
MD,24005.0,1,1,32,1,2,2,155000.0,39.38,5.5,-0.078,2,1,132.0,20%-<30%,2,5,5,,8,2,10,,False,39.38,25.0,1,1_5
TN,47125.0,1,3,1,1,2,2,295000.0,100.0,6.25,-0.456,2,1,60.0,42,2,1,5,,26,1,10,,False,100.0,42.0,1,1_5
MN,27163.0,1,1,1,1,2,2,615000.0,94.936,7.875,1.103,2,1,201.0,30%-<36%,2,2,5,,5,1,10,,True,94.936,33.0,1,1_5
OK,40143.0,1,1,4,2,1,2,25000.0,69.08,8.65,2.59,2,1,27.0,20%-<30%,2,5,5,,8,1,10,,True,69.08,25.0,1,1_5
AL,1131.0,3,2,1,1,2,2,55000.0,96.5,,,3,1,46.0,20%-<30%,2,5,3,,8,1,7,,False,96.5,25.0,0,0_3
NC,37125.0,1,1,1,1,2,2,105000.0,25.0,6.625,0.085,2,1,29.0,48,2,2,5,,5,1,10,,True,25.0,48.0,1,1_5
PA,42095.0,3,1,4,2,2,2,65000.0,77.779,,,3,1,65.0,>60%,2,2,5,,5,1,3,,False,77.779,65.0,0,0_5
CA,6059.0,1,1,1,1,2,2,1135000.0,80.0,6.125,-0.218,2,1,268.0,38,2,5,5,,8,2,10,,False,80.0,38.0,1,1_5
IN,18105.0,1,1,1,1,2,2,175000.0,80.0,7.49,0.89238,2,1,60.0,43,2,5,5,,8,2,10,,True,80.0,43.0,1,1_5
WI,55127.0,1,1,1,1,87,87,205000.0,,,,2,1,135.0,,2,3,5,,6,1,87,,False,,,1,1_5
CA,6065.0,1,1,32,1,2,2,265000.0,50.0,5.99,-0.388,2,1,82.0,43,1,5,5,,8,1,10,,False,50.0,43.0,1,1_5
NC,37035.0,1,1,4,2,1,2,105000.0,58.63,7.5,-0.78,2,1,133.0,30%-<36%,2,2,5,,5,1,10,,False,58.63,33.0,1,1_5
HI,15003.0,3,1,2,2,1,2,105000.0,94.41,,,3,1,94.0,>60%,2,2,4,5,4,2,3,1,False,94.41,65.0,0,0_4
MI,26025.0,1,1,4,1,1,2,105000.0,29.59,12.4,4.26,2,1,147.0,<20%,2,5,5,,8,1,10,,True,29.59,10.0,1,1_5
NJ,34013.0,3,1,2,2,1,2,355000.0,75.11,,,3,1,,,2,5,3,,8,2,3,,False,75.11,,0,0_3
,,3,1,1,1,2,2,125000.0,,,,3,1,72.0,>60%,2,2,5,,5,2,1,3,False,,65.0,0,0_5
WA,53053.0,1,1,1,2,2,2,15000.0,101.409,0.0,-6.804,2,1,106.0,47,2,2,4,5,2,2,10,,False,101.409,47.0,1,1_4
FL,12011.0,1,1,2,2,1,2,505000.0,65.774,9.34,1.19,2,1,595.0,30%-<36%,2,5,5,,8,1,10,,True,65.774,33.0,1,1_5
GA,13033.0,1,1,1,1,2,2,125000.0,90.0,7.625,1.374,3,2,128.0,20%-<30%,1,2,5,,5,1,10,,True,90.0,25.0,1,1_5
MN,27123.0,1,1,1,1,2,2,135000.0,95.0,6.125,0.448,2,1,79.0,30%-<36%,2,2,5,,5,1,10,,True,95.0,33.0,1,1_5
MO,29027.0,1,1,1,1,2,2,595000.0,73.105,6.625,0.719,2,1,237.0,38,2,2,5,,5,1,10,,True,73.105,38.0,1,1_5
PA,42095.0,3,2,32,1,2,2,185000.0,79.25,,,3,1,15.0,>60%,3,5,3,,8,2,1,,False,79.25,65.0,0,0_3
MI,26139.0,1,1,31,1,2,2,285000.0,57.0,5.99,0.127,2,1,97.0,30%-<36%,2,2,5,,5,1,10,,True,57.0,33.0,1,1_5
MA,25021.0,3,1,4,2,1,2,65000.0,71.967,,,3,1,145.0,46,2,5,5,,8,1,7,,False,71.967,46.0,0,0_5
NY,36059.0,1,1,4,1,2,2,105000.0,15.0,6.375,0.275,2,1,110.0,41,2,5,5,,8,1,10,,True,15.0,41.0,1,1_5
TX,48491.0,1,3,1,1,2,2,415000.0,,6.125,-1.095,2,1,132.0,41,2,2,5,,5,1,10,,False,,41.0,1,1_5
ID,16001.0,1,1,1,1,2,2,285000.0,31.796,6.5,-0.279,2,1,127.0,30%-<36%,2,2,5,,5,1,10,,False,31.796,33.0,1,1_5
NC,37081.0,1,1,31,1,2,2,145000.0,57.143,7.375,0.224,2,1,47.0,39,2,5,3,,8,2,10,,True,57.143,39.0,1,1_3
TX,48355.0,1,1,1,1,2,2,75000.0,90.0,5.625,0.219,2,1,163.0,20%-<30%,1,1,5,,5,2,10,,True,90.0,25.0,1,1_5
AZ,4013.0,3,1,1,1,2,2,355000.0,97.0,,,3,1,68.0,50%-60%,1,5,5,,8,2,1,,False,97.0,55.0,0,0_5
TX,48257.0,1,1,4,2,1,2,75000.0,79.97,7.49,-0.77,2,1,236.0,47,1,1,5,,5,1,10,,False,79.97,47.0,1,1_5
TX,48085.0,1,1,1,1,2,2,515000.0,70.0,6.875,0.067,2,1,131.0,50%-60%,2,5,2,25,8,1,10,,True,70.0,55.0,1,1_2
TX,48459.0,3,1,32,1,2,2,205000.0,70.0,,,3,1,99.0,30%-<36%,2,2,5,,5,1,4,,False,70.0,33.0,0,0_5
IL,17097.0,1,1,1,1,87,87,875000.0,,,,2,1,305.0,,2,2,5,,5,1,10,,False,,,1,1_5
TX,48363.0,1,2,1,1,2,2,185000.0,96.5,6.25,0.626,2,1,59.0,47,2,5,4,41,8,1,10,,True,96.5,47.0,1,1_4
PA,42079.0,1,4,1,1,2,2,295000.0,101.01,7.375,1.037,2,1,87.0,39,2,5,5,,8,1,10,,True,101.01,39.0,1,1_5
FL,12081.0,1,1,1,1,2,2,75000.0,12.579,6.125,-0.88,2,1,117.0,37,2,2,2,21,2,1,10,,False,12.579,37.0,1,1_2
FL,12109.0,1,1,31,2,2,2,205000.0,79.961,7.54,1.15,2,1,360.0,30%-<36%,2,5,5,,8,1,10,,True,79.961,33.0,1,1_5
CT,9140.0,3,1,31,2,87,87,165000.0,,,,3,1,174.0,,1,3,5,,6,1,87,,False,,,0,0_5
WI,55133.0,1,1,32,2,1,2,85000.0,74.0,8.75,0.57,2,1,95.0,,2,5,5,,8,2,10,,True,74.0,,1,1_5
MD,24510.0,1,1,1,1,2,2,255000.0,101.0,6.375,0.618,2,1,86.0,43,2,5,3,,8,2,10,,True,101.0,43.0,1,1_3
TN,47037.0,1,1,32,1,2,2,105000.0,24.878,6.5,0.1232,2,1,42.0,39,2,2,5,,5,1,10,,True,24.878,39.0,1,1_5
NC,37119.0,1,1,32,2,2,2,45000.0,54.0,8.675,2.819,2,1,115.0,<20%,2,2,3,,3,1,10,,True,54.0,10.0,1,1_3
IA,19153.0,1,1,2,2,1,2,15000.0,99.9,9.0,,2,1,,44,2,2,5,,5,1,10,,False,99.9,44.0,1,1_5
NM,35049.0,1,1,1,1,87,87,705000.0,,,,3,3,,,1,5,5,,8,1,87,,False,,,1,1_5
IN,18093.0,1,1,1,1,1,2,225000.0,81.48,8.5,0.33,2,1,65.0,42,2,2,5,,5,1,10,,True,81.48,42.0,1,1_5
MN,27097.0,1,2,1,1,2,2,325000.0,96.5,6.75,0.692,2,1,120.0,48,2,2,5,,5,2,10,,True,96.5,48.0,1,1_5
CA,6067.0,1,1,2,2,2,2,125000.0,79.4,9.575,3.425,2,1,194.0,30%-<36%,2,5,3,5,8,1,10,,True,79.4,33.0,1,1_3
TN,47185.0,1,2,1,1,2,2,485000.0,96.5,6.749,0.53,2,1,150.0,50%-60%,2,5,5,,8,1,10,,True,96.5,55.0,1,1_5
OH,39041.0,3,2,1,1,2,2,495000.0,90.0,,,3,1,228.0,20%-<30%,2,2,5,,6,2,7,,False,90.0,25.0,0,0_5
CA,6037.0,1,1,1,1,2,2,725000.0,95.0,6.875,0.367,2,1,220.0,30%-<36%,2,2,3,,3,1,10,,True,95.0,33.0,1,1_3
CA,6097.0,1,1,31,1,2,2,855000.0,72.835,6.125,0.065,2,1,175.0,49,2,2,5,,5,1,10,,True,72.835,49.0,1,1_5
,,3,1,1,1,2,2,185000.0,,,,3,1,0.0,,2,3,1,,5,2,9,,False,,,0,0_1
LA,22071.0,1,2,1,1,2,2,275000.0,96.5,6.75,0.766,2,1,97.0,38,1,5,5,,8,2,10,,True,96.5,38.0,1,1_5
NC,37081.0,1,1,2,2,1,2,85000.0,85.849,7.25,-0.85,2,1,162.0,39,2,5,5,,8,2,10,,False,85.849,39.0,1,1_5
MO,29077.0,1,1,1,1,2,2,145000.0,97.0,6.875,0.737,2,1,33.0,47,3,5,5,,8,1,10,,True,97.0,47.0,1,1_5
SC,45051.0,1,1,1,1,2,2,285000.0,80.0,6.125,-0.726,2,1,105.0,30%-<36%,2,5,5,,8,2,10,,False,80.0,33.0,1,1_5
MI,26099.0,3,2,31,1,2,2,55000.0,43.888,,,3,1,28.0,41,2,5,5,,8,1,3,,False,43.888,41.0,0,0_5
NY,36047.0,1,1,1,1,2,1,695000.0,69.47,8.375,,3,3,,<20%,2,2,5,,5,2,10,,False,69.47,10.0,1,1_5
MO,29019.0,3,1,1,1,2,2,115000.0,,,,3,1,63.0,>60%,2,5,5,,8,2,1,3,False,,65.0,0,0_5
OH,39165.0,1,1,4,2,1,2,175000.0,79.998,6.99,0.45,2,1,261.0,39,2,2,5,,5,2,10,,True,79.998,39.0,1,1_5
CA,6029.0,3,1,1,1,2,2,15000.0,,,,3,1,52.0,42,1,5,1,,8,1,9,,False,,42.0,0,0_1
FL,12099.0,3,1,32,1,2,2,155000.0,25.0,,,3,3,62.0,50%-60%,2,5,3,,8,1,3,,False,25.0,55.0,0,0_3
TX,48339.0,1,1,32,1,2,2,765000.0,66.087,6.625,0.002,2,1,819.0,<20%,2,5,5,,8,1,10,,True,66.087,10.0,1,1_5
MA,25001.0,3,1,2,2,1,2,405000.0,89.205,,,3,1,150.0,50%-60%,2,5,5,,8,2,1,4,False,89.205,55.0,0,0_5
TX,48439.0,3,1,32,1,2,2,205000.0,37.273,,,3,1,64.0,44,2,2,3,,3,1,1,,False,37.273,44.0,0,0_3
MO,29095.0,1,1,4,1,1,2,55000.0,16.333,6.49,-1.77,2,1,93.0,20%-<30%,2,5,3,,8,1,10,,False,16.333,25.0,1,1_3
KS,20173.0,1,1,2,1,1,2,75000.0,51.46,9.0,0.85,2,1,90.0,44,2,5,5,,8,1,10,,True,51.46,44.0,1,1_5
IA,19169.0,1,1,1,1,2,2,285000.0,80.0,5.25,-0.805,2,1,66.0,41,2,2,5,,5,1,10,,False,80.0,41.0,1,1_5
NJ,34027.0,1,1,1,1,2,2,755000.0,80.0,6.5,-0.373,2,1,155.0,49,1,5,5,,8,1,10,,False,80.0,49.0,1,1_5
NC,37119.0,1,1,4,1,1,2,505000.0,70.92,7.49,-0.51,2,1,302.0,30%-<36%,2,5,5,,8,2,10,,False,70.92,33.0,1,1_5
TN,47165.0,1,3,32,1,2,2,515000.0,52.513,5.75,-0.557,2,1,172.0,30%-<36%,2,2,5,,5,1,10,,False,52.513,33.0,1,1_5
NY,36001.0,1,1,1,1,2,2,325000.0,80.0,5.375,-0.611,2,1,74.0,43,3,5,2,,8,1,10,,False,80.0,43.0,1,1_2
UT,49011.0,1,1,1,1,2,2,345000.0,75.0,6.49,,3,3,175.0,<20%,3,5,5,,8,1,10,,False,75.0,10.0,1,1_5
LA,22113.0,1,2,1,1,2,2,85000.0,96.5,6.5,0.279,2,1,44.0,50%-60%,2,5,5,,8,1,10,,True,96.5,55.0,1,1_5
IN,18057.0,1,1,1,1,2,2,405000.0,80.0,6.875,0.021,2,1,284.0,20%-<30%,2,2,5,,5,1,10,,True,80.0,25.0,1,1_5
WI,55079.0,3,1,1,1,2,2,155000.0,103.4,,,3,1,64.0,39,2,5,3,,8,2,4,,False,103.4,39.0,0,0_3
UT,49035.0,1,1,1,1,2,2,515000.0,90.0,5.625,-0.365,2,1,88.0,48,2,2,5,,5,2,10,,False,90.0,48.0,1,1_5
IN,18143.0,1,1,4,2,2,2,45000.0,82.57,8.99,3.034,2,1,109.0,20%-<30%,2,5,5,,8,1,10,,True,82.57,25.0,1,1_5
CA,6073.0,1,1,31,1,2,2,445000.0,80.0,6.5,-0.186,2,1,119.0,46,1,5,5,,8,2,10,,False,80.0,46.0,1,1_5
TX,48085.0,3,1,31,1,2,2,345000.0,43.125,,,3,1,114.0,46,2,5,3,,8,2,3,,False,43.125,46.0,0,0_3
NC,37053.0,1,1,31,1,1,2,55000.0,8.599,7.5,-0.74,2,1,123.0,44,2,2,5,,5,2,10,,False,8.599,44.0,1,1_5
PA,42029.0,3,1,31,1,1,2,265000.0,37.99,,,3,1,54.0,>60%,2,5,5,,8,1,1,,False,37.99,65.0,0,0_5
NY,36007.0,3,1,4,1,1,2,55000.0,66.67,,,3,1,35.0,>60%,2,5,5,,8,2,1,,False,66.67,65.0,0,0_5
GA,13121.0,3,1,1,1,2,2,245000.0,95.0,,,3,1,105.0,>60%,2,5,3,,8,1,1,,False,95.0,65.0,0,0_3
OH,39049.0,1,1,1,1,2,2,415000.0,80.0,6.99,0.68,2,1,201.0,30%-<36%,2,2,5,,5,2,10,,True,80.0,33.0,1,1_5
CA,6071.0,1,1,4,2,1,2,45000.0,85.0,13.05,6.06,2,1,228.0,<20%,2,5,4,43,8,1,10,,True,85.0,10.0,1,1_4
CA,6111.0,3,1,4,2,2,2,65000.0,86.366,,,3,1,316.0,44,2,2,5,,21,1,9,,False,86.366,44.0,0,0_5
SC,45015.0,1,1,2,1,1,2,105000.0,32.26,7.49,2.025,2,1,44.0,39,2,5,3,,8,1,10,,True,32.26,39.0,1,1_3
IL,17157.0,1,1,31,1,87,87,45000.0,,,,2,1,51.0,,2,5,5,,8,2,10,,False,,,1,1_5
CA,6083.0,1,3,1,1,2,2,615000.0,100.0,5.75,-0.311,2,1,155.0,46,2,1,5,,5,1,10,,False,100.0,46.0,1,1_5
DE,10003.0,1,2,1,1,2,2,285000.0,96.5,5.5,0.135,2,1,90.0,50%-60%,2,5,3,,8,2,10,,True,96.5,55.0,1,1_3
GA,13121.0,3,1,4,2,2,2,35000.0,61.722,,,3,1,48.0,>60%,2,5,3,,8,2,7,,False,61.722,65.0,0,0_3
AZ,4013.0,3,1,32,1,2,1,325000.0,80.0,,,3,3,0.0,<20%,2,5,5,,8,1,3,4,False,80.0,10.0,0,0_5
CT,9190.0,1,1,32,1,87,87,275000.0,,,,2,1,147.0,,2,3,3,,6,2,87,,False,,,1,1_3
NC,37063.0,3,2,32,1,2,2,205000.0,47.442,,,3,1,120.0,30%-<36%,2,5,1,3,8,2,3,,False,47.442,33.0,0,0_1
LA,22063.0,1,2,1,1,2,2,255000.0,96.5,5.554,-0.044,2,1,71.0,30%-<36%,2,2,5,,5,2,10,,False,96.5,33.0,1,1_5
TX,48209.0,1,1,1,1,2,2,295000.0,97.0,6.375,-0.42,2,1,100.0,41,2,1,1,5,5,1,10,,False,97.0,41.0,1,1_1
CO,8001.0,3,1,2,2,1,2,95000.0,46.509,,,3,1,122.0,39,2,2,5,,5,1,9,,False,46.509,39.0,0,0_5
UT,49035.0,1,1,1,1,2,2,455000.0,62.266,5.5,-0.993,2,1,130.0,45,2,2,5,,5,1,10,,False,62.266,45.0,1,1_5
NY,36007.0,1,1,31,1,2,1,115000.0,70.0,7.875,,3,3,0.0,,2,5,5,,8,1,10,,False,70.0,,1,1_5
OR,41057.0,1,1,2,2,1,2,65000.0,54.911,8.625,3.215,2,1,83.0,41,2,2,5,,5,2,10,,True,54.911,41.0,1,1_5
CA,6111.0,3,1,32,1,2,2,405000.0,52.64,,,3,1,75.0,50%-60%,1,1,5,,5,1,1,3,False,52.64,55.0,0,0_5
NY,36085.0,1,1,32,1,2,2,435000.0,47.778,6.999,0.108,2,1,84.0,49,2,2,5,,5,2,10,,True,47.778,49.0,1,1_5
MI,26125.0,1,1,2,2,1,2,95000.0,69.074,7.75,0.21,3,1,188.0,39,2,5,5,,8,1,10,,True,69.074,39.0,1,1_5
FL,12019.0,1,1,32,1,2,2,235000.0,73.718,8.0,0.883,2,1,65.0,39,2,2,2,4,5,1,10,,True,73.718,39.0,1,1_2
CO,8031.0,3,3,32,1,2,2,205000.0,100.0,,,3,1,111.0,38,2,5,3,,8,1,3,,False,100.0,38.0,0,0_3
WI,55063.0,3,1,4,2,1,2,65000.0,80.0,,,3,1,107.0,20%-<30%,2,5,5,,8,2,7,,False,80.0,25.0,0,0_5
KY,21015.0,1,1,2,2,1,2,105000.0,46.715,8.25,0.1,2,1,138.0,20%-<30%,2,2,5,,5,1,10,,True,46.715,25.0,1,1_5
CA,6001.0,1,1,1,1,2,1,375000.0,80.0,8.25,,3,3,,,1,5,5,,8,2,10,,False,80.0,,1,1_5
RI,44005.0,3,1,32,1,2,2,505000.0,80.0,,,3,1,199.0,47,2,5,5,,8,1,6,2,False,80.0,47.0,0,0_5
NY,36065.0,3,2,31,1,2,2,165000.0,64.737,,,3,1,44.0,50%-60%,2,5,5,,8,1,4,,False,64.737,55.0,0,0_5
MA,25005.0,3,1,1,2,1,2,455000.0,76.39,,,3,1,320.0,50%-60%,2,5,5,,8,1,1,3,False,76.39,55.0,0,0_5
CA,6059.0,1,1,32,2,1,2,255000.0,56.949,8.375,8.375,2,1,224.0,47,2,5,2,21,8,1,10,,True,56.949,47.0,1,1_2
PA,42095.0,1,1,1,1,2,1,215000.0,75.0,6.875,,3,3,270.0,30%-<36%,1,5,3,,8,2,10,,False,75.0,33.0,1,1_3
WA,53061.0,1,3,32,1,2,2,505000.0,86.231,5.75,-0.392,2,1,92.0,50%-60%,2,2,5,,5,1,10,,False,86.231,55.0,1,1_5
NE,31055.0,1,1,4,2,1,2,205000.0,79.653,6.99,-1.2,2,1,257.0,44,2,2,5,,5,1,10,,False,79.653,44.0,1,1_5
WA,53073.0,1,1,1,1,2,2,295000.0,55.857,6.625,0.197,2,1,69.0,42,2,2,5,,5,1,10,,True,55.857,42.0,1,1_5
CA,6071.0,3,2,32,1,2,2,205000.0,27.4,,,3,1,133.0,45,1,5,1,,8,1,7,,False,27.4,45.0,0,0_1
CO,8041.0,3,1,4,2,1,2,55000.0,71.5,,,3,1,89.0,50%-60%,2,5,5,,8,2,1,3,False,71.5,55.0,0,0_5
GA,13223.0,3,2,1,1,2,2,285000.0,97.166,,,3,1,54.0,49,2,5,3,,8,2,4,,False,97.166,49.0,0,0_3
ID,16019.0,3,1,2,2,1,2,85000.0,94.55,,,3,1,,,2,5,5,,8,2,1,,False,94.55,,0,0_5
AR,5023.0,1,1,1,1,2,2,175000.0,80.0,7.5,1.603,3,2,143.0,40,2,5,5,,8,1,10,,True,80.0,40.0,1,1_5
TX,48029.0,1,2,1,1,2,2,245000.0,96.5,6.5,0.745,2,1,65.0,41,1,5,5,,8,1,10,,True,96.5,41.0,1,1_5
WI,55009.0,3,1,4,2,1,2,45000.0,95.042,,,3,1,112.0,45,2,2,5,,5,1,9,,False,95.042,45.0,0,0_5
FL,12131.0,1,1,1,1,2,2,295000.0,75.0,6.625,0.52,3,2,200.0,44,1,5,4,,8,1,10,,True,75.0,44.0,1,1_4
GA,13071.0,3,1,1,1,2,2,185000.0,,,,3,1,79.0,>60%,2,2,3,,3,1,3,1,False,,65.0,0,0_3
MO,29047.0,1,1,4,2,2,2,95000.0,84.869,7.875,2.251,2,1,218.0,42,2,5,5,,8,1,10,,True,84.869,42.0,1,1_5
AL,1117.0,1,1,1,1,2,2,285000.0,100.0,6.75,0.743,3,1,124.0,42,1,1,5,,5,2,10,,True,100.0,42.0,1,1_5
MI,26021.0,1,1,2,2,1,2,45000.0,90.43,9.15,0.89,2,1,140.0,41,2,2,5,,5,1,10,,True,90.43,41.0,1,1_5
PA,42027.0,1,4,1,1,2,2,235000.0,100.573,6.25,-0.128,2,1,97.0,30%-<36%,2,2,5,,5,2,10,,False,100.573,33.0,1,1_5
AZ,4013.0,3,1,1,1,2,1,475000.0,75.0,,,3,3,0.0,<20%,2,2,5,,5,1,6,9,False,75.0,10.0,0,0_5
IL,17031.0,1,1,1,1,2,2,545000.0,79.562,7.875,1.057,2,1,199.0,45,2,2,2,22,2,1,10,,True,79.562,45.0,1,1_2
WI,55079.0,1,3,31,1,2,2,345000.0,,5.75,-0.83,2,1,,,3,3,3,,6,1,10,,False,,,1,1_3
SC,45091.0,3,1,4,2,1,2,245000.0,84.898,,,3,1,107.0,50%-60%,1,5,5,,8,1,1,,False,84.898,55.0,0,0_5
OH,39029.0,1,1,32,1,1,2,65000.0,17.22,8.34,0.25,2,1,84.0,49,2,2,5,,5,1,10,,True,17.22,49.0,1,1_5
NC,37051.0,1,3,31,1,2,2,315000.0,,5.75,-0.262,2,1,,,2,2,3,,5,1,10,,False,,,1,1_3
FL,12035.0,1,1,32,2,2,2,55000.0,63.863,8.0,1.612,2,1,67.0,37,2,5,5,,8,1,10,,True,63.863,37.0,1,1_5
NY,36081.0,1,1,1,1,2,2,1025000.0,79.15,6.625,,2,1,195.0,46,2,2,2,22,2,1,10,,False,79.15,46.0,1,1_2
IN,18123.0,1,1,4,1,2,2,45000.0,17.72,7.25,0.596,2,1,50.0,20%-<30%,2,5,5,,8,2,10,,True,17.72,25.0,1,1_5
TN,47129.0,3,1,1,1,2,2,155000.0,,,,3,1,51.0,49,2,5,5,,8,1,3,4,False,,49.0,0,0_5
MD,24045.0,1,2,32,1,2,2,175000.0,62.77,5.625,0.416,2,1,38.0,45,2,5,5,,8,2,10,,True,62.77,45.0,1,1_5
NY,36007.0,1,1,1,1,2,2,85000.0,97.0,6.375,0.261,2,1,61.0,41,2,5,5,,8,2,10,,True,97.0,41.0,1,1_5
TX,48325.0,1,1,1,1,2,2,125000.0,,11.24,5.195,2,1,56.0,30%-<36%,1,1,5,,5,2,10,,True,,33.0,1,1_5
OR,41067.0,1,1,4,2,2,2,25000.0,45.732,6.95,0.499,2,1,92.0,50%-60%,2,2,5,,5,1,10,,True,45.732,55.0,1,1_5
OH,39107.0,1,1,4,2,1,2,55000.0,63.857,9.25,0.99,2,1,34.0,49,2,5,5,,8,2,10,,True,63.857,49.0,1,1_5
CT,9140.0,1,1,1,2,2,2,25000.0,11.628,0.0,-6.7,2,1,57.0,,3,5,5,,8,1,10,,False,11.628,,1,1_5
OH,39041.0,1,1,1,1,2,2,515000.0,71.831,7.0,0.473,3,2,186.0,30%-<36%,2,5,5,,8,1,10,,True,71.831,33.0,1,1_5
TN,47009.0,1,4,1,1,2,2,215000.0,88.64,6.125,0.202,2,1,66.0,30%-<36%,2,5,5,,8,1,10,,True,88.64,33.0,1,1_5
MO,29183.0,1,2,1,1,2,2,245000.0,96.499,6.25,0.68,2,1,68.0,45,2,5,5,,8,1,10,,True,96.499,45.0,1,1_5
AL,1097.0,1,1,1,1,2,2,255000.0,55.556,6.875,0.068,2,1,108.0,47,2,2,5,,5,1,10,,True,55.556,47.0,1,1_5
IL,17197.0,1,1,31,2,1,2,105000.0,48.0,8.5,0.24,2,1,136.0,40,2,2,5,,5,1,10,,True,48.0,40.0,1,1_5
MI,26025.0,1,1,1,1,2,2,275000.0,95.0,6.75,0.142,2,1,79.0,36,2,2,5,,5,1,10,,True,95.0,36.0,1,1_5
GA,13021.0,1,2,1,1,2,2,175000.0,96.5,6.25,0.423,2,1,46.0,50%-60%,2,5,5,,8,1,10,,True,96.5,55.0,1,1_5
IN,18041.0,3,3,1,1,2,2,115000.0,,,,3,1,130.0,20%-<30%,2,5,5,,8,1,7,,False,,25.0,0,0_5
FL,12115.0,1,1,1,1,2,2,525000.0,81.09,6.5,-0.105,2,1,140.0,37,2,5,5,,8,1,10,,False,81.09,37.0,1,1_5
FL,12109.0,1,1,1,1,2,2,345000.0,69.857,6.25,-0.091,2,1,97.0,39,2,5,5,,8,1,10,,False,69.857,39.0,1,1_5
OR,41011.0,1,1,1,1,2,2,265000.0,77.249,4.75,,2,1,74.0,45,2,5,5,,8,1,10,,False,77.249,45.0,1,1_5
NY,36027.0,1,1,32,1,2,2,275000.0,30.22,6.875,0.418,2,1,122.0,48,2,2,5,,5,1,10,,True,30.22,48.0,1,1_5
UT,49053.0,1,1,2,2,2,2,45000.0,62.442,7.5,1.171,2,1,124.0,36,2,5,5,,8,1,10,,True,62.442,36.0,1,1_5
UT,49057.0,1,1,31,2,2,2,95000.0,84.184,7.74,1.95,2,1,156.0,42,2,2,5,,5,2,10,,True,84.184,42.0,1,1_5
TX,48053.0,1,1,32,2,2,2,75000.0,75.0,11.375,5.058,2,1,143.0,37,2,5,5,,8,1,10,,True,75.0,37.0,1,1_5
AZ,4013.0,1,1,4,2,1,2,35000.0,51.65,10.7,2.56,2,1,108.0,30%-<36%,1,5,5,,8,2,10,,True,51.65,33.0,1,1_5
NC,37183.0,1,1,1,1,2,2,525000.0,80.0,7.25,0.3817,2,1,253.0,20%-<30%,2,3,5,,6,1,10,,True,80.0,25.0,1,1_5
UT,49057.0,1,3,32,1,2,2,115000.0,27.76,5.625,-0.642,2,1,38.0,20%-<30%,2,5,5,,8,1,10,,False,27.76,25.0,1,1_5
NJ,34035.0,1,2,32,1,2,2,715000.0,80.0,6.99,0.787,2,1,347.0,44,1,2,5,,5,1,10,,True,80.0,44.0,1,1_5
AZ,4019.0,1,2,1,1,2,2,305000.0,100.0,8.75,2.654,2,1,218.0,50%-60%,1,3,5,,6,2,10,,True,100.0,55.0,1,1_5
GA,13223.0,3,2,32,1,2,2,275000.0,75.0,,,3,1,83.0,50%-60%,2,5,3,,8,1,1,,False,75.0,55.0,0,0_3
CA,6099.0,1,1,1,1,2,2,125000.0,20.269,5.5,-0.975,2,1,108.0,30%-<36%,2,5,5,,8,2,10,,False,20.269,33.0,1,1_5
MO,29047.0,1,1,1,1,2,2,195000.0,57.101,6.5,-0.211,2,1,70.0,30%-<36%,2,3,3,,7,1,10,,False,57.101,33.0,1,1_3
WI,55071.0,1,1,4,2,2,2,85000.0,89.885,8.24,1.017,2,1,101.0,44,2,2,5,,5,1,10,,True,89.885,44.0,1,1_5
SC,45079.0,1,1,1,1,2,2,185000.0,80.0,5.99,-0.767,2,1,95.0,20%-<30%,2,2,5,,5,2,10,,False,80.0,25.0,1,1_5
NJ,34029.0,1,1,1,1,2,2,495000.0,78.4,7.375,1.108,2,1,171.0,44,2,5,5,,8,1,10,,True,78.4,44.0,1,1_5
AZ,4013.0,3,2,1,1,2,2,515000.0,96.5,,,3,1,302.0,50%-60%,2,3,5,,6,1,1,,False,96.5,55.0,0,0_5
SC,45089.0,1,1,2,1,1,2,45000.0,33.333,7.5,0.84,2,1,78.0,<20%,1,5,5,,8,1,10,,True,33.333,10.0,1,1_5
NJ,34029.0,1,2,31,1,2,2,445000.0,71.803,5.75,-0.393,2,1,181.0,42,2,2,5,,5,2,10,,False,71.803,42.0,1,1_5
TX,48439.0,1,3,1,1,2,2,625000.0,,5.99,-0.582,2,1,204.0,39,2,5,5,,8,1,10,,False,,39.0,1,1_5
IN,18003.0,1,3,32,1,2,2,415000.0,89.826,7.25,0.493,2,1,161.0,20%-<30%,2,5,5,,8,1,10,,True,89.826,25.0,1,1_5
